business_name,category,description,keyvals,product_link,product_name,regular_price,sale_price
tls,wine,"Bain's is the first South African single grain whisky, made in Wellington at the James Sedgwick distillery. Bain's has made an impressive debut in the UK, picking up a Gold Medal at the International Wine & Spirits Competition in 2010 and a Silver at the International Spirits Competition before crowning that with the title of World's Best Grain Whisky at the World Whisky Awards.","{""Volume"": ""70cl"", ""ABV"": ""40%"", ""Type"": ""Single\u00a0Grain\u00a0Scotch Whisky"", ""Age"": ""-"", ""With Box"": ""No""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bains-cape-mountain-whisky-founder-distiller,Bain's Cape Mountain Whisky Founder Distiller,[131.0],[148.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Ballantine's 12 Years old"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ballantines-12-years-old-70cl,Ballantine's 12 Years old 70cl,[69.95],[79.8]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Ballantine's Finest"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ballantines-finest-75cl,Ballantine's Finest 70cl,[41.8],[48.1]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Ballantine's Finest"", ""Volume:"": ""1000ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ballantines-finest-1l,Ballantine's Finest 1L,[59.9],[62.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Ballantine's 17 Years old"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ballantines-17-years-old-75cl,Ballantine's 17 Years old 75cl,[84.6],[119.0]
tls,wine,,"{""Volume"": ""700ml"", ""ABV"": ""46%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""18"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/aultmore-18-years-old,Aultmore 18 Years Old,[179.0],[358.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 15 Years XV"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-15-years-xv-blended-75cl,Chivas Regal 15 Years XV 75cl,[129.8],[138.8]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Auchentoshan Three Wood"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""43%"", ""Type:"": ""Single Malt Scotch Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-three-wood,Auchentoshan Three Wood,[76.9],[169.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-18-years-old,Auchentoshan 18 Years Old,[125.0],[249.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Auchentoshan\u00a0Springwood"", ""Volume:"": ""1000ml."", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Single Malt Scotch Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-springwood,Auchentoshan Springwood 1L,[99.9],[129.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-21-years-old,Auchentoshan 21 Years Old,[328.0],[489.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-12-years-old,Auchentoshan 12 Years Old,[69.9],[79.9]
tls,wine,,"{""Volume"": ""70cl"", ""ABV"": ""54.2%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""NAS"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ardbeg-uigeadail,Ardbeg Uigeadail 700ml with Gift Box,[166.8],[169.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Auchentoshan American Oak"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Single Malt Scotch Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-american-oak,Auchentoshan American Oak,[89.9],[129.0]
tls,wine,,"{""Volume"": ""70cl"", ""ABV"": ""43%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""21"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/auchentoshan-32-years-old-1979,Auchentoshan 32 Years old 1979,[2288.0],[2500.0]
tls,wine,,"{""Volume"": ""70cl."", ""ABV"": ""46%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""10"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ardbeg-10-years-old,Ardbeg 10 Year Old with Gift Box 70cl,[109.9],[133.95]
tls,wine,,"{""Volume"": ""70cl"", ""ABV"": ""57.1%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""NAS"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ardbeg-corryvreckan,Ardbeg Corryvreckan 700ml with Gift Box Agent Stock,[187.8],[196.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Amrut Peated Cask Strength"", ""Volumn:"": ""700ml"", ""Alcohol Percentage:"": ""62.8%"", ""Type:"": ""Indian\u00a0Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/amrut-peated-cask-strength,Amrut Peated Cask Strength ABV 62.8% 70cl,[159.99],[255.9]
tls,wine,,"{""Volume"": ""70cl"", ""Alcohol Percentage"": ""46%"", ""Type"": ""Indian Single Malt Scotch Whisky\u00a0(Indian\u00a0Whisky)"", ""Age"": ""-"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/amrut-peated-46,Amrut Peated Indian Single Malt Whisky ABV 46% 70cl,[116.0],[169.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Ancnoc 12 Year Old Highland Single Malt Scotch Whisky 70cl"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Single Malt Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/ancnoc-12-years-700ml,Ancnoc 12 Year Old Highland Single Malt Scotch Whisky 70cl,[123.8],[140.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Amrut Fusion"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""50%"", ""Type:"": ""Indian\u00a0Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/amrut-fusion-70cl,Amrut Fusion Single Malt Indian Whisky ABV 50% 70cl,[98.0],[139.0]
tls,wine,,"{""Volume"": ""700Ml"", ""ABV"": ""46%"", ""Type"": ""Indian Single Malt Whisky"", ""Age"": ""-"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/amrut-raj-igala,Amrut Raj Igala Indian Single Malt Whisky ABV 46% 70cl,[109.99],[139.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Amrut Kadhambam 2nd Edition"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""50%"", ""Type:"": ""Indian\u00a0Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/amrut-kadhambam-2nd-edition-70cl,Amrut Kadhambam 2nd Edition  ABV 50% 70cl,[220.0],[249.8]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of\u00a0Canadian Club Whisky"", ""Volumn:"": ""700ml"", ""Alcohol Percentage:"": ""37%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/canadian-club-premium-blended-whisky-70cl,Canadian Club 70cl,[49.85],[49.85]
tls,wine,,"{""What You Will Get:"": ""2 bottles of\u00a0Nikka from the Barrel"", ""Volume:"": ""500ml"", ""Alcohol Percentage:"": ""51.4%"", ""Type:"": ""Blended Whisky (Japanese whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bundle-of-2-nikka-from-the-barrel-50cl,(Bundle of 2) Nikka from the Barrel 500ml (With Gift Box),[150.0],[170.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Canadian Club Whisky"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/canadian-club-whisky-75cl,Canadian Club Whisky  75cl,[59.8],[74.9]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bunnahabhain-25-years-old,Bunnahabhain 25 Years old 70cl,[1490.9],[2475.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bunnahabhain-12-years-old,Bunnahabhain 12 Years old 70cl,[199.0],[229.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Bushmills Original"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Irish Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bushmills-original-70cl,Bushmills Original 70cl,[58.8],[65.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Burn Mckenzie"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/burn-mckenzie-70cl,Burn Mckenzie 70cl,[61.8],[61.8]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bunnahabhain-18-years-old,Bunnahabhain 18 Years Old,[285.0],[320.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of\u00a0Buffalo Trace bourbon whisky"", ""Volumn:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Bourbon Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/buffalo-trace-bourbon-whisky,Buffalo Trace Bourbon Whisky 75cl,[80.0],[118.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bruichladdich-8-years-the-laddie-eight,Bruichladdich 8 Years - The Laddie Eight,[111.0],[125.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Bulleit Bourbon Whisky"", ""Volumn:"": ""700ml"", ""Alcohol Percentage:"": ""45%"", ""Type:"": ""Bourbon Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bulleit-bourbon-whisky-70cl,Bulleit Bourbon 70cl,[68.9],[85.9]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bruichladdich-1990-23-years-black-art-edition,Bruichladdich 1990 23 Years - Black Art Edition,[799.0],[850.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-25-years-old,Bowmore 25 Years old Small Batch Release 70cl,[808.0],[929.0]
tls,wine,,"{""Distillery"": ""Bowmore"", ""Classification"": ""Single Malt whisky\u00a0(Scotch Whisky)"", ""Bottle\u00a0No./Released"": ""-/-"", ""Vintage"": ""-"", ""Age"": ""-"", ""Bottler"": ""Official Bottling"", ""Bottling Date"": ""-"", ""ABV/ Volume"": ""56.7%/ 70cl"", ""Rating/SGP"": ""-/-"", ""Cask Number"": ""-""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-the-devils-casks-iii-3,Bowmore The Devil's Casks III (3) - Double The Devil,[588.0],[888.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-1989-23-years-old,Bowmore 1989 23 Years - Port Cask Matured 70cl,[1600.0],[1750.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-18-years-old,Bowmore 18 Years old 70cl,[130.0],[239.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-15-years-old,Bowmore 15 Years Old,[88.0],[205.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of\u00a0Balvenie Caribbean Cask 14 Years"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""47.5%"", ""Type:"": ""Single Malt whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/balvenie-caribbean-cask-14-years,Balvenie 14 Years Caribbean Cask 70cl,[129.9],[167.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-12-years-old,Bowmore 12 Years Old,[68.0],[135.0]
tls,wine,,"{""Volume"": ""70cl"", ""ABV"": ""40%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""12"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bowmore-12-year-old-islay-single-malt-scotch-whisky-and-glass-gift-set,Bowmore 12 Year Old Islay Single Malt Scotch Whisky and Glass Gift Set,[109.0],[159.0]
tls,wine,"Balvenie 21 Years Madeira Cask. A 21 year old Balvenie, finished in Madeira casks and very handsomely presented by the Speyside-based distillery. This was originally released for the Travel Retail market.","{""Distillery"": ""Balvenie"", ""Classification"": ""Single Malt whisky\u00a0(Scotch Whisky)"", ""Bottle\u00a0No./Released"": ""-/"", ""Vintage"": ""-"", ""Age"": ""21"", ""Bottler"": ""Official Bottling"", ""Bottling Date"": ""-"", ""ABV/ Volume"": ""40%/ 70cl"", ""Rating/SGP"": ""-/-"", ""Cask Number"": ""-""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/balvenie-21-years-madeira-cask,Balvenie 21 Years Madeira Cask,[438.8],[550.0]
tls,wine,,"{""Volume"": ""70cl"", ""ABV"": ""40%"", ""Type"": ""Single Malt whisky\u00a0(Scotch Whisky)"", ""Age"": ""16"", ""With Box"": ""-""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/balvenie-16-years-triple-cask,Balvenie 16 Years Triple Cask,[184.95],[250.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Balvenie 12 Years old\u00a0Doublewood"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Single Malt whisky\u00a0(Scotch Whisky)""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/balvenie-doublewood-12years-old,Balvenie 12 Year Old Doublewood 70cl,[86.99],[110.0]
tls,wine,,"{""Distillery"": ""Balvenie"", ""Classification"": ""Single Malt whisky\u00a0(Scotch Whisky)"", ""Bottle\u00a0No./Released"": ""-/"", ""Vintage"": ""-"", ""Age"": ""21"", ""Bottler"": ""Official Bottling"", ""Bottling Date"": ""-"", ""ABV/ Volume"": ""47.6%/ 70cl"", ""Rating/SGP"": ""-/-"", ""Cask Number"": ""-""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/balvenie-21-years-old-portwood,Balvenie 21 Years old portwood,[408.0],[450.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/aberlour-12-year-old-double-cask-matured,Aberlour 12 Year Old Double Cask Matured Single Malt Scotch Whisky 70cl,[109.9],[120.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Chivas Regal Royal Salute 21 years Old Ruby Flagon"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-royal-salute-21-years-old-ruby-flagon,Chivas Regal Royal Salute 21 Years Old Ruby Flagon,[188.0],[329.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Compass Box Oak Cross 70cl"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""43%"", ""Type:"": ""Single Malt Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/compass-box-oak-cross-70cl,Compass Box Oak Cross 70cl,[119.9],[148.0]
tls,wine,,"{""Volume"": ""70 cl"", ""ABV"": ""40%"", ""Type"": ""Single Malt\u00a0Whisky"", ""Age"": ""12"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/cardhu-12-years-old-1,Cardhu 12 Years old 70cl,[85.0],[98.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Chivas Regal Royal Salute 21 Years Old 1 Litre"", ""Volume:"": ""1000ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-royal-salute-21-years-old-1-litre,Chivas Regal Royal Salute 21 Years Old 1 Litre,[328.0],[350.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Chivas Regal Royal Salute 21 Years old Emerald Flagon"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-royal-salute-21-years-old-emerald-flagon,Chivas Regal Royal Salute 21 Years Old Emerald Flagon,[198.0],[329.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Chivas Regal Royal Salute 21 Years Old Sapphire Flagon"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-royal-salute-21-years-old-sapphire-flagon,Chivas Regal Royal Salute 21 Years Old Sapphire Flagon,[178.0],[329.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Compass Box Spice Tree 70cl"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""43%"", ""Type:"": ""Single Malt Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/compass-box-spice-tree-70cl,Compass Box Spice Tree 70cl,[124.8],[158.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal\u00a0Mizunara"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-mizunara-70cl,Chivas Regal Mizunara 70cl,[95.0],[100.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years old"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-old-70cl,Chivas Regal 12 Years Old 70cl,[59.95],[79.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal Extra"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-extra,Chivas Regal Extra,[92.0],[138.0]
tls,wine,,"{""What You Will Get:"": ""1 x Bottle of Chivas Regal 18 Years old"", ""Volume:"": ""70cl"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-18-years-old-70cl,Chivas Regal 18 Years Old 70cl,[88.0],[120.0]
tls,wine,,"{""What You Will Get:"": ""2 Bottles of Chivas Regal 12 Years (With Box)"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended\u00a0whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-blended-70cl-bundle-of-2,"Chivas Regal 12 Years Old 70cl x 2 Bottles (Agent Stock, with Original Gift Box)",[118.8],[158.0]
tls,wine,,"{""What You Will Get:"": ""6 Bottles of Chivas Regal 12 Years (With Box), 1 200ml Chivas Regal 18 Years"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended\u00a0whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/bundle-of-6-chivas-regal-12-years-blended-75cl-with-free-chivas-regal-18-20cl,Chivas Regal 12 Years Old 70cl x 6 Bottles FREE Chivas Regal 18 20cl (Agent Stock),[339.0],[474.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 25 Years old"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-25-years-old-70cl,Chivas Regal 25 Years Old 70cl,[450.0],[499.9]
tls,wine,,"{""What You Will Get:"": ""1 x Bottle of Chivas Regal 18 Years old"", ""Volume:"": ""70cl"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-18-years-old-70cl-1,Chivas Regal 18 Years Old 70cl,[88.0],[115.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years old 35cl"", ""Volume:"": ""350ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-old-35cl-350ml,Chivas Regal 12 Years old 35cl (350ml),[42.8],[85.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years old 5cl"", ""Volume:"": ""50ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-old-5cl-50ml,Chivas Regal 12 Years old 5cl (50ml),[10.9],[15.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years (No Box)"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-blended-75cl,Chivas Regal 12 Years Blended 75cl (NO BOX),[53.77],[85.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years"", ""Volume:"": ""4500ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12yo-scotch-whisky,Chivas Regal 12 Years Blended 450cl,[508.8],[749.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years 20cl"", ""Volume:"": ""200ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-blended-20cl-200ml,Chivas Regal 12 Years Blended 20cl (200ml),[25.8],[32.8]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Chivas Regal 12 Years"", ""Volume:"": ""375ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-regal-12-years-blended-375ml,Chivas Regal 12 Years Blended 37.5cl,[39.8],[42.32]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/chivas-globe-trotter,"Chivas Regal 12 Globe-Trotter X ""Made for Gentlemen"" Limited Edition 70cl",[89.8],[115.9]
tls,wine,,"{""Volume"": ""70 cl"", ""ABV"": ""40%"", ""Type"": ""Single Malt whisky"", ""Age"": ""15"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/cardhu-15-years-old,Cardhu 15 Years old,[119.9],[312.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Famous Grouse 20cl"", ""Volume:"": ""200ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/famous-grouse-blended-20cl,Famous Grouse Blended 20cl,[19.8],[49.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Famous Grouse 35cl"", ""Volume:"": ""350ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/famous-grouse-blended-35cl,Famous Grouse Blended 35cl,[32.8],[57.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of\u00a0Fireball Cinnamon Whisky"", ""Volume:"": ""1000ml"", ""Alcohol Percentage:"": ""33%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/fireball-cinnamon-whisky-100cl-1-litre,Fireball Cinnamon Whisky 1L,[75.8],[78.0]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Eagle Rare 10 Years Old bourbon whisky"", ""Volumn:"": ""750ml"", ""Alcohol Percentage:"": ""45%"", ""Type:"": ""Bourbon Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/eagle-rare-10-years-old-bourbon-whisky-75cl,Eagle Rare 10 Years Old Bourbon Whisky 75cl,[107.77],[118.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Famous Grouse Scotch Whisky 70cl"", ""Volume:"": ""700ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/famous-grouse-scotch-whisky-70cl,Famous Grouse Scotch Whisky 70cl,[47.9],[65.9]
tls,wine,,"{""What You Will Get:"": ""1 bottle of Elijah Craig Small Batch Bourbon Whisky"", ""Volumn:"": ""700ml"", ""Alcohol Percentage:"": ""47%"", ""Type:"": ""Bourbon Whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/elijah-craig-small-batch-bourbon-whisky-70cl,Elijah Craig Small Batch Bourbon Whisky 70cl,[107.9],[119.0]
tls,wine,,"{""Volume"": ""700ml"", ""ABV"": ""40%"", ""Type"": ""Single Malt Scotch Whisky"", ""Age"": ""10"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/edradour-10-year-old,Edradour 10 Year Old,[150.0],[250.0]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of\u00a0Dewar's White Label Scotch Whisky"", ""Volume:"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/dewars-white-label-scotch-whisky,Dewar's White Label Scotch Whisky,[44.8],[57.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Dewar's White Label"", ""Volume:"": ""200ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/dewars-white-label-blended-20cl,Dewar's White Label Blended 20cl,[26.8],[34.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Dewar's White Label"", ""Volume:"": ""375ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""Blended whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/dewars-white-label-blended-37-5cl,Dewar's White Label Blended 37.5cl,[36.8],[48.9]
tls,wine,,"{""What You Will Get:"": ""1 Bottle of Dewar's 18 Years old"", ""Volume"": ""750ml"", ""Alcohol Percentage:"": ""40%"", ""Type:"": ""whisky""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/dewars-18-years-old,Dewar's 18 Year Old Blended Sotch Whisky,[114.8],[129.9]
tls,wine,,"{""Volume"": ""70 cl"", ""ABV"": ""46.3%"", ""Type"": ""Single Malt whisky"", ""Age"": ""18"", ""With Box"": ""Yes""}",https://www.theliquorshop.com.sg/collections/whisky-singapore/products/deanston-18-years-old,Deanston 18 Years Old,[285.0],[320.0]
tls,wine,,,https://www.theliquorshop.com.sg/collections/whisky-singapore/products/deanston-12-years-old,Deanston 12 Years Old,[145.8],[169.9]
